,Actual,Predicted,,,,,,,,,,,,,,,,
16159,26,22.67293,,,,24947,2012,11,5,10,26,-3,9,1020,NW,355.85,0,0
16160,24,26.712193,,,,24948,2012,11,5,11,24,-3,10,1020,NW,361.66,0,0
16161,28,24.480886,,,,24949,2012,11,5,12,28,-4,9,1020,NW,368.81,0,0
16162,34,29.24699,,,,24950,2012,11,5,13,34,-4,10,1020,NW,377.75,0,0
16163,27,34.689423,,,,24951,2012,11,5,14,27,-3,10,1020,NW,387.58,0,0
16164,33,27.915806,,,,24952,2012,11,5,15,33,-3,11,1020,NW,396.52,0,0
16165,36,33.887466,,,,24953,2012,11,5,16,36,-3,10,1020,NW,404.57,0,0
16166,34,37.406944,,,,24954,2012,11,5,17,34,-3,9,1021,NW,411.72,0,0
16167,36,34.969814,,,,24955,2012,11,5,18,36,-3,8,1021,NW,418.87,0,0
16168,36,37.446297,,,,24956,2012,11,5,19,36,-3,8,1022,NW,424.68,0,0
16169,38,36.37667,,,,24957,2012,11,5,20,38,-3,7,1022,NW,431.83,0,0
16170,40,39.052048,,,,24958,2012,11,5,21,40,-3,7,1023,NW,436.75,0,0
16171,32,40.23913,,,,24959,2012,11,5,22,32,-3,6,1023,NW,440.77,0,0
16172,38,32.35883,,,,24960,2012,11,5,23,38,-2,6,1023,NW,446.58,0,0
16173,39,39.683743,,,,24961,2012,11,6,0,39,-3,5,1023,NW,450.6,0,0
16174,42,39.876022,,,,24962,2012,11,6,1,42,-2,2,1023,NW,454.62,0,0
16175,48,45.067635,,,,24963,2012,11,6,2,48,-2,2,1023,NE,1.79,0,0
16176,54,49.581615,,,,24964,2012,11,6,3,54,-3,2,1023,NW,3.13,0,0
16177,51,54.116,,,,24965,2012,11,6,4,51,-3,3,1022,cv,0.89,0,0
16178,50,54.428944,,,,24966,2012,11,6,5,50,-3,3,1022,NW,3.13,0,0
16179,49,51.49554,,,,24967,2012,11,6,6,49,-3,3,1022,cv,0.89,0,0
16180,54,53.365627,,,,24968,2012,11,6,7,54,-1,1,1023,cv,1.78,0,0
16181,68,60.706074,,,,24969,2012,11,6,8,68,1,3,1023,NW,1.79,0,0
16182,66,73.11231,,,,24970,2012,11,6,9,66,-1,6,1023,NW,4.92,0,0
16183,65,63.96154,,,,24971,2012,11,6,10,65,-2,8,1023,NW,6.71,0,0
16184,71,61.223297,,,,24972,2012,11,6,11,71,-2,10,1022,cv,0.89,0,0
16185,80,73.66639,,,,24973,2012,11,6,12,80,-2,10,1022,NW,1.79,0,0
16186,77,81.59833,,,,24974,2012,11,6,13,77,-2,12,1021,cv,1.79,0,0
16187,89,80.15593,,,,24975,2012,11,6,14,89,-3,12,1020,SE,1.79,0,0
16188,106,91.89182,,,,24976,2012,11,6,15,106,-3,12,1020,SE,4.92,0,0
16189,106,110.24915,,,,24977,2012,11,6,16,106,-2,12,1020,SE,8.05,0,0
16190,114,107.89483,,,,24978,2012,11,6,17,114,0,9,1020,cv,0.89,0,0
16191,109,122.01332,,,,24979,2012,11,6,18,109,0,9,1020,SE,1.79,0,0
16192,102,111.81455,,,,24980,2012,11,6,19,102,2,5,1020,SE,3.58,0,0
16193,116,107.159294,,,,24981,2012,11,6,20,116,2,5,1020,cv,0.89,0,0
16194,138,122.56448,,,,24982,2012,11,6,21,138,1,7,1020,NW,3.13,0,0
16195,135,139.10548,,,,24983,2012,11,6,22,135,2,4,1020,NW,4.92,0,0
16196,114,135.69096,,,,24984,2012,11,6,23,114,0,3,1020,NW,6.71,0,0
16197,99,109.75544,,,,24985,2012,11,7,0,99,1,2,1020,cv,0.89,0,0
16198,114,100.61202,,,,24986,2012,11,7,1,114,1,1,1020,cv,1.34,0,0
16199,132,119.83189,,,,24987,2012,11,7,2,132,1,1,1020,cv,2.23,0,0
16200,106,138.83917,,,,24988,2012,11,7,3,106,0,1,1020,NW,0.89,0,0
16201,82,104.347725,,,,24989,2012,11,7,4,82,0,1,1019,cv,0.89,0,0
16202,88,82.25332,,,,24990,2012,11,7,5,88,-1,0,1019,NW,1.79,0,0
16203,93,88.94692,,,,24991,2012,11,7,6,93,-1,0,1019,NW,3.58,0,0
16204,91,93.813515,,,,24992,2012,11,7,7,91,-1,0,1020,NW,5.37,0,0
16205,95,89.00672,,,,24993,2012,11,7,8,95,1,2,1020,NW,8.5,0,0
16206,87,93.32399,,,,24994,2012,11,7,9,87,1,7,1020,NW,11.63,0,0
16207,85,81.95812,,,,24995,2012,11,7,10,85,-4,12,1019,NW,19.68,0,0
16208,65,76.53231,,,,24996,2012,11,7,11,65,-5,13,1019,NW,24.6,0,0
16209,48,59.18839,,,,24997,2012,11,7,12,48,-6,14,1018,NW,31.75,0,0
16210,49,45.34986,,,,24998,2012,11,7,13,49,-7,14,1018,NW,37.56,0,0
16211,31,48.224815,,,,24999,2012,11,7,14,31,-8,15,1018,NW,45.61,0,0
16212,32,29.466383,,,,25000,2012,11,7,15,32,-8,14,1018,NW,52.76,0,0
16213,40,33.09544,,,,25001,2012,11,7,16,40,-8,13,1018,NW,58.57,0,0
16214,32,42.13716,,,,25002,2012,11,7,17,32,-7,12,1018,NW,63.49,0,0
16215,31,34.0645,,,,25003,2012,11,7,18,31,-7,12,1018,NW,69.3,0,0
16216,39,32.52991,,,,25004,2012,11,7,19,39,-6,11,1019,NW,74.22,0,0
16217,43,41.04088,,,,25005,2012,11,7,20,43,-6,11,1019,NW,77.35,0,0
16218,50,44.255157,,,,25006,2012,11,7,21,50,-7,11,1019,NW,82.27,0,0
16219,43,50.124195,,,,25007,2012,11,7,22,43,-7,10,1019,NW,86.29,0,0
16220,44,43.296085,,,,25008,2012,11,7,23,44,-7,9,1020,NW,89.42,0,0
16221,40,44.59713,,,,25009,2012,11,8,0,40,-6,7,1020,NW,91.21,0,0
16222,35,42.00704,,,,25010,2012,11,8,1,35,-5,7,1019,NW,95.23,0,0
16223,32,37.14503,,,,25011,2012,11,8,2,32,-4,4,1019,NW,97.02,0,0
16224,27,35.609898,,,,25012,2012,11,8,3,27,-3,2,1019,NW,100.15,0,0
16225,24,30.786333,,,,25013,2012,11,8,4,24,-2,2,1019,NW,101.94,0,0
16226,40,26.706663,,,,25014,2012,11,8,5,40,-3,1,1019,NW,103.73,0,0
16227,42,42.36759,,,,25015,2012,11,8,6,42,-2,2,1020,NW,105.52,0,0
16228,38,42.76788,,,,25016,2012,11,8,7,38,-3,0,1020,NW,108.65,0,0
16229,28,39.021328,,,,25017,2012,11,8,8,28,-1,4,1021,NW,110.44,0,0
16230,27,26.943417,,,,25018,2012,11,8,9,27,-2,8,1022,NW,113.57,0,0
16231,38,23.967566,,,,25019,2012,11,8,10,38,-4,10,1021,NW,115.36,0,0
16232,51,36.403267,,,,25020,2012,11,8,11,51,-5,11,1021,cv,0.89,0,0
16233,42,55.131065,,,,25021,2012,11,8,12,42,-5,12,1020,cv,1.78,0,0
16234,29,45.97638,,,,25022,2012,11,8,13,29,-6,13,1019,cv,3.57,0,0
16235,50,33.517597,,,,25023,2012,11,8,14,50,-5,14,1019,cv,5.36,0,0
16236,60,58.90517,,,,25024,2012,11,8,15,60,-5,14,1019,SE,1.79,0,0
16237,60,66.48973,,,,25025,2012,11,8,16,60,-4,12,1019,SE,4.92,0,0
16238,61,65.87558,,,,25026,2012,11,8,17,61,-2,10,1019,cv,0.89,0,0
16239,69,69.46864,,,,25027,2012,11,8,18,69,1,6,1019,cv,1.34,0,0
16240,79,81.069046,,,,25028,2012,11,8,19,79,2,5,1020,cv,2.23,0,0
16241,94,88.700905,,,,25029,2012,11,8,20,94,1,4,1020,cv,2.68,0,0
16242,102,101.809715,,,,25030,2012,11,8,21,102,1,3,1021,NE,0.89,0,0
16243,106,106.171684,,,,25031,2012,11,8,22,106,1,2,1022,cv,0.89,0,0
16244,102,110.12765,,,,25032,2012,11,8,23,102,1,2,1022,SE,0.89,0,0
16245,119,101.96855,,,,25033,2012,11,9,0,119,1,2,1022,SE,2.68,0,0
16246,114,122.10776,,,,25034,2012,11,9,1,114,1,4,1023,SE,4.47,0,0
16247,135,112.31285,,,,25035,2012,11,9,2,135,1,4,1023,cv,0.89,0,0
16248,116,139.33641,,,,25036,2012,11,9,3,116,1,5,1023,cv,1.34,0,0
16249,107,115.874405,,,,25037,2012,11,9,4,107,3,4,1023,NE,0.89,0,0
16250,96,109.03119,,,,25038,2012,11,9,5,96,3,5,1023,NE,1.78,0,0
16251,98,93.27987,,,,25039,2012,11,9,6,98,3,6,1024,NE,2.67,0,0
16252,104,91.863464,,,,25040,2012,11,9,7,104,4,6,1025,cv,0.89,0,0
16253,118,107.111626,,,,25041,2012,11,9,8,118,4,6,1025,cv,1.34,0,0
16254,134,122.69239,,,,25042,2012,11,9,9,134,3,9,1025,cv,2.23,0,0
16255,128,137.70512,,,,25043,2012,11,9,10,128,3,10,1026,cv,3.12,0,0
16256,103,128.8038,,,,25044,2012,11,9,11,103,3,12,1025,cv,4.01,0,0
16257,91,101.51192,,,,25045,2012,11,9,12,91,2,12,1025,cv,5.8,0,0
16258,95,92.61824,,,,25046,2012,11,9,13,95,3,12,1025,SE,1.79,0,0
16259,71,98.961266,,,,25047,2012,11,9,14,71,2,12,1024,SE,3.58,0,0
16260,71,70.683174,,,,25048,2012,11,9,15,71,1,13,1024,SE,5.37,0,0
16261,44,71.463585,,,,25049,2012,11,9,16,44,1,12,1024,cv,0.89,0,0
16262,62,45.759224,,,,25050,2012,11,9,17,62,3,9,1024,SE,0.89,0,0
16263,67,71.1513,,,,25051,2012,11,9,18,67,3,6,1024,SE,1.78,0,0
16264,105,74.30649,,,,25052,2012,11,9,19,105,3,6,1025,NE,0.89,0,0
16265,116,108.50343,,,,25053,2012,11,9,20,116,3,5,1025,SE,0.89,0,0
16266,143,118.076866,,,,25054,2012,11,9,21,143,4,5,1025,SE,1.78,0,0
16267,160,145.70856,,,,25055,2012,11,9,22,160,3,7,1025,SE,3.57,0,0
16268,127,160.38011,,,,25056,2012,11,9,23,127,3,7,1025,SE,4.46,0,0
16269,132,121.78587,,,,25057,2012,11,10,0,132,3,6,1025,SE,5.35,0,0
16270,116,132.4901,,,,25058,2012,11,10,1,116,3,6,1025,cv,0.89,0,0
16271,160,116.73213,,,,25059,2012,11,10,2,160,4,6,1025,NE,0.89,0,0
16272,122,163.9382,,,,25060,2012,11,10,3,122,4,6,1024,cv,0.89,0,0
16273,122,121.50791,,,,25061,2012,11,10,4,122,4,6,1024,cv,1.78,0,0
16274,130,123.88749,,,,25062,2012,11,10,5,130,4,6,1024,NE,0.89,0,0
16275,108,132.19633,,,,25063,2012,11,10,6,108,4,6,1024,NW,0.89,0,0
16276,112,104.29724,,,,25064,2012,11,10,7,112,4,6,1024,NE,1.79,0,0
16277,121,107.12005,,,,25065,2012,11,10,8,121,5,7,1024,NW,3.13,0,1
16278,110,117.45169,,,,25066,2012,11,10,9,110,5,7,1024,NW,6.26,0,2
16279,108,104.22213,,,,25067,2012,11,10,10,108,5,7,1023,NE,1.79,0,3
16280,83,101.926994,,,,25068,2012,11,10,11,83,5,8,1022,NW,3.13,0,4
16281,72,75.140594,,,,25069,2012,11,10,12,72,4,7,1021,NW,4.92,0,5
16282,62,65.08602,,,,25070,2012,11,10,13,62,5,7,1021,NW,8.05,0,6
16283,57,55.922894,,,,25071,2012,11,10,14,57,5,6,1021,NW,12.07,0,7
16284,46,50.806366,,,,25072,2012,11,10,15,46,3,5,1020,NW,16.99,0,8
16285,48,38.308033,,,,25073,2012,11,10,16,48,3,5,1020,NW,22.8,0,9
16286,31,39.940166,,,,25074,2012,11,10,17,31,4,5,1019,cv,0.89,0,10
16287,26,26.340117,,,,25075,2012,11,10,18,26,2,5,1019,NW,7.15,0,11
16288,22,17.802004,,,,25076,2012,11,10,19,22,1,5,1019,NW,16.09,0,0
16289,19,22.119192,,,,25077,2012,11,10,20,19,-1,5,1019,NW,25.03,0,0
16290,17,17.609661,,,,25078,2012,11,10,21,17,-1,4,1018,NW,33.97,0,0
16291,12,19.827868,,,,25079,2012,11,10,22,12,-3,5,1018,NW,43.8,0,0
16292,12,13.09298,,,,25080,2012,11,10,23,12,-5,5,1017,NW,54.98,0,0
16293,10,13.358607,,,,25081,2012,11,11,0,10,-6,4,1016,NW,63.92,0,0
16294,12,13.003204,,,,25082,2012,11,11,1,12,-8,4,1016,NW,73.75,0,0
16295,10,14.008119,,,,25083,2012,11,11,2,10,-10,4,1015,NW,82.69,0,0
16296,7,11.7442665,,,,25084,2012,11,11,3,7,-11,3,1015,NW,91.63,0,0
16297,9,9.572461,,,,25085,2012,11,11,4,9,-12,2,1014,NW,100.57,0,0
16298,11,12.463029,,,,25086,2012,11,11,5,11,-12,2,1014,NW,109.51,0,0
16299,11,14.119933,,,,25087,2012,11,11,6,11,-12,2,1014,NW,119.34,0,0
16300,11,13.799238,,,,25088,2012,11,11,7,11,-12,2,1013,NW,125.15,0,0
16301,9,14.248121,,,,25089,2012,11,11,8,9,-12,3,1013,NW,132.3,0,0
16302,11,11.486223,,,,25090,2012,11,11,9,11,-11,4,1012,NW,141.24,0,0
16303,12,14.166326,,,,25091,2012,11,11,10,12,-12,5,1012,NW,154.2,0,0
16304,17,14.045391,,,,25092,2012,11,11,11,17,-11,6,1013,NW,166.27,0,0
16305,13,18.775309,,,,25093,2012,11,11,12,13,-11,6,1013,NW,179.23,0,0
16306,17,15.259686,,,,25094,2012,11,11,13,17,-12,6,1013,NW,191.3,0,0
16307,15,18.879807,,,,25095,2012,11,11,14,15,-12,6,1013,NW,203.37,0,0
16308,15,17.016935,,,,25096,2012,11,11,15,15,-11,6,1014,NW,214.55,0,0
16309,13,17.26918,,,,25097,2012,11,11,16,13,-12,6,1015,NW,223.49,0,0
16310,12,14.169608,,,,25098,2012,11,11,17,12,-11,5,1015,NW,229.3,0,0
16311,14,14.808924,,,,25099,2012,11,11,18,14,-12,4,1017,NW,238.24,0,0
16312,11,15.634366,,,,25100,2012,11,11,19,11,-12,4,1017,NW,248.07,0,0
16313,9,12.461737,,,,25101,2012,11,11,20,9,-12,4,1018,NW,255.22,0,0
16314,10,10.344629,,,,25102,2012,11,11,21,10,-12,3,1018,NW,261.03,0,0
16315,11,12.294012,,,,25103,2012,11,11,22,11,-12,3,1019,NW,266.84,0,0
16316,13,12.588279,,,,25104,2012,11,11,23,13,-12,3,1019,NW,271.76,0,0
16317,10,14.520737,,,,25105,2012,11,12,0,10,-12,3,1019,NW,276.68,0,0
16318,12,11.517358,,,,25106,2012,11,12,1,12,-12,2,1019,NW,278.47,0,0
16319,12,14.227027,,,,25107,2012,11,12,2,12,-12,2,1019,NW,282.49,0,0
16320,13,13.852327,,,,25108,2012,11,12,3,13,-12,2,1019,NW,288.3,0,0
16321,12,14.584717,,,,25109,2012,11,12,4,12,-13,2,1019,NW,294.11,0,0
16322,13,12.940453,,,,25110,2012,11,12,5,13,-13,2,1019,NW,299.92,0,0
16323,10,14.2324,,,,25111,2012,11,12,6,10,-13,2,1019,NW,304.84,0,0
16324,14,11.387838,,,,25112,2012,11,12,7,14,-12,1,1020,NW,307.97,0,0
16325,25,16.17751,,,,25113,2012,11,12,8,25,-14,4,1020,NW,311.99,0,0
16326,22,23.882164,,,,25114,2012,11,12,9,22,-12,4,1020,NE,1.79,0,0
16327,18,23.931158,,,,25115,2012,11,12,10,18,-13,6,1019,NW,4.02,0,0
16328,26,19.332117,,,,25116,2012,11,12,11,26,-13,7,1019,NW,7.15,0,0
16329,26,26.713215,,,,25117,2012,11,12,12,26,-13,8,1018,NW,11.17,0,0
16330,26,27.658598,,,,25118,2012,11,12,13,26,-16,9,1016,NW,18.32,0,0
16331,24,26.641293,,,,25119,2012,11,12,14,24,-16,10,1015,NW,27.26,0,0
16332,26,25.221798,,,,25120,2012,11,12,15,26,-15,9,1015,NW,36.2,0,0
16333,22,28.97673,,,,25121,2012,11,12,16,22,-14,9,1015,NW,45.14,0,0
16334,23,24.876415,,,,25122,2012,11,12,17,23,-12,8,1015,NW,52.29,0,0
16335,34,26.875462,,,,25123,2012,11,12,18,34,-12,7,1016,NW,58.1,0,0
16336,43,36.84604,,,,25124,2012,11,12,19,43,-11,6,1016,NW,62.12,0,0
16337,45,45.687557,,,,25125,2012,11,12,20,45,-10,6,1016,NW,66.14,0,0
16338,35,46.932407,,,,25126,2012,11,12,21,35,-11,6,1017,NW,71.95,0,0
16339,8,34.730503,,,,25127,2012,11,12,22,8,-11,5,1017,NW,77.76,0,0
16340,6,8.86395,,,,25128,2012,11,12,23,6,-11,5,1017,NW,83.57,0,0
16341,9,8.492921,,,,25129,2012,11,13,0,9,-10,4,1017,NW,88.49,0,0
16342,12,12.95443,,,,25130,2012,11,13,1,12,-11,3,1017,NW,92.51,0,0
16343,11,15.268108,,,,25131,2012,11,13,2,11,-15,3,1017,NW,101.45,0,0
16344,8,11.383704,,,,25132,2012,11,13,3,8,-17,3,1017,NW,114.41,0,0
16345,14,8.362135,,,,25133,2012,11,13,4,14,-16,2,1017,NW,125.59,0,0
16346,10,16.94725,,,,25134,2012,11,13,5,10,-17,2,1018,NW,134.53,0,0
16347,7,11.600831,,,,25135,2012,11,13,6,7,-15,1,1018,NW,141.68,0,0
16348,7,10.260952,,,,25136,2012,11,13,7,7,-16,1,1019,NW,148.83,0,0
16349,10,8.949879,,,,25137,2012,11,13,8,10,-16,1,1019,NW,156.88,0,0
16350,14,11.772325,,,,25138,2012,11,13,9,14,-16,2,1020,NW,165.82,0,0
16351,17,14.922628,,,,25139,2012,11,13,10,17,-16,4,1019,NW,172.97,0,0
16352,15,17.563206,,,,25140,2012,11,13,11,15,-17,5,1019,NW,181.91,0,0
16353,14,14.978023,,,,25141,2012,11,13,12,14,-17,5,1018,NW,190.85,0,0
16354,11,15.338437,,,,25142,2012,11,13,13,11,-18,6,1017,NW,202.03,0,0
16355,12,11.991812,,,,25143,2012,11,13,14,12,-18,6,1017,NW,210.97,0,0
16356,12,13.274433,,,,25144,2012,11,13,15,12,-18,6,1017,NW,219.02,0,0
16357,8,13.515952,,,,25145,2012,11,13,16,8,-20,6,1017,NW,227.07,0,0
16358,7,8.407936,,,,25146,2012,11,13,17,7,-18,5,1018,NW,232.88,0,0
16359,15,9.212054,,,,25147,2012,11,13,18,15,-18,3,1019,NW,240.93,0,0
16360,11,17.729137,,,,25148,2012,11,13,19,11,-18,3,1019,NW,249.87,0,0
16361,18,12.456443,,,,25149,2012,11,13,20,18,-20,3,1020,NW,261.05,0,0
16362,23,17.559698,,,,25150,2012,11,13,21,23,-20,3,1020,NW,273.12,0,0
16363,24,22.982552,,,,25151,2012,11,13,22,24,-20,2,1021,NW,284.3,0,0
16364,24,24.221317,,,,25152,2012,11,13,23,24,-19,1,1022,NW,288.32,0,0
16365,17,24.59749,,,,25153,2012,11,14,0,17,-18,2,1022,NW,293.24,0,0
16366,17,17.075104,,,,25154,2012,11,14,1,17,-17,1,1023,NW,298.16,0,0
16367,17,17.82815,,,,25155,2012,11,14,2,17,-17,1,1023,NW,303.97,0,0
16368,14,17.5872,,,,25156,2012,11,14,3,14,-17,0,1023,NW,309.78,0,0
16369,12,14.837162,,,,25157,2012,11,14,4,12,-13,-2,1023,NE,1.79,0,0
16370,13,17.569954,,,,25158,2012,11,14,5,13,-12,-4,1024,NW,4.02,0,0
16371,16,18.214123,,,,25159,2012,11,14,6,16,-12,-4,1024,NW,8.04,0,0
16372,15,18.39002,,,,25160,2012,11,14,7,15,-11,-2,1025,NW,11.17,0,0
16373,23,15.758162,,,,25161,2012,11,14,8,23,-12,0,1026,NW,15.19,0,0
16374,26,22.344114,,,,25162,2012,11,14,9,26,-14,1,1026,NE,4.92,0,0
16375,25,25.094633,,,,25163,2012,11,14,10,25,-14,3,1026,NE,8.94,0,0
16376,31,24.265137,,,,25164,2012,11,14,11,31,-16,4,1026,NE,12.96,0,0
16377,27,29.343147,,,,25165,2012,11,14,12,27,-16,6,1025,NE,16.09,0,0
16378,18,25.905901,,,,25166,2012,11,14,13,18,-16,7,1025,NW,4.02,0,0
16379,18,18.22865,,,,25167,2012,11,14,14,18,-15,8,1024,NW,7.15,0,0
16380,26,19.567255,,,,25168,2012,11,14,15,26,-14,7,1024,NE,3.13,0,0
16381,19,29.065582,,,,25169,2012,11,14,16,19,-13,6,1024,NE,4.92,0,0
16382,32,21.611938,,,,25170,2012,11,14,17,32,-12,4,1024,cv,0.89,0,0
16383,36,40.489956,,,,25171,2012,11,14,18,36,-9,2,1025,cv,1.34,0,0
16384,49,43.98058,,,,25172,2012,11,14,19,49,-7,1,1026,cv,2.23,0,0
16385,55,57.223602,,,,25173,2012,11,14,20,55,-8,1,1026,cv,3.12,0,0
16386,81,59.758667,,,,25174,2012,11,14,21,81,-5,-1,1027,cv,4.01,0,0
16387,130,90.09909,,,,25175,2012,11,14,22,130,-6,-2,1028,NE,0.89,0,0
16388,144,136.17126,,,,25176,2012,11,14,23,144,-6,-2,1028,cv,0.89,0,0
16389,144,148.59097,,,,25177,2012,11,15,0,144,-6,-3,1028,cv,1.34,0,0
16390,117,144.99123,,,,25178,2012,11,15,1,117,-5,-3,1028,NE,0.89,0,0
16391,162,113.81109,,,,25179,2012,11,15,2,162,-5,-3,1029,cv,0.89,0,0
16392,200,167.30075,,,,25180,2012,11,15,3,200,-5,-3,1029,cv,1.34,0,0
16393,171,205.18933,,,,25181,2012,11,15,4,171,-5,-4,1028,NE,0.89,0,0
16394,145,166.64044,,,,25182,2012,11,15,5,145,-6,-4,1029,NW,1.79,0,0
16395,102,137.04944,,,,25183,2012,11,15,6,102,-5,-4,1029,NW,2.68,0,0
16396,85,93.70634,,,,25184,2012,11,15,7,85,-5,-4,1029,cv,0.89,0,0
16397,103,84.02768,,,,25185,2012,11,15,8,103,-4,-3,1030,NW,1.79,0,0
16398,83,101.85136,,,,25186,2012,11,15,9,83,-4,2,1030,cv,0.89,0,0
16399,112,79.34775,,,,25187,2012,11,15,10,112,-5,3,1029,cv,1.78,0,0
16400,146,114.78578,,,,25188,2012,11,15,11,146,-6,4,1029,cv,2.67,0,0
16401,183,151.88788,,,,25189,2012,11,15,12,183,-6,6,1028,SE,1.79,0,0
16402,191,186.60065,,,,25190,2012,11,15,13,191,-6,6,1027,cv,0.89,0,0
16403,225,193.83775,,,,25191,2012,11,15,14,225,-7,7,1026,cv,1.78,0,0
16404,227,229.52504,,,,25192,2012,11,15,15,227,-9,7,1025,cv,2.67,0,0
16405,145,227.25552,,,,25193,2012,11,15,16,145,-9,7,1025,SE,3.13,0,0
16406,125,131.09273,,,,25194,2012,11,15,17,125,-8,5,1025,cv,0.89,0,0
16407,130,124.16056,,,,25195,2012,11,15,18,130,-7,4,1025,SE,1.79,0,0
16408,122,131.80562,,,,25196,2012,11,15,19,122,-8,7,1026,SE,3.58,0,0
16409,113,118.25305,,,,25197,2012,11,15,20,113,-1,4,1026,NW,4.92,0,1
16410,130,113.9949,,,,25198,2012,11,15,21,130,1,2,1025,NW,8.05,0,2
16411,137,132.34013,,,,25199,2012,11,15,22,137,0,1,1025,cv,0.89,0,3
16412,137,138.57202,,,,25200,2012,11,15,23,137,0,0,1025,SE,0.89,1,0
16413,129,136.98032,,,,25201,2012,11,16,0,129,0,0,1025,SE,1.78,2,0
16414,126,128.37325,,,,25202,2012,11,16,1,126,0,0,1024,cv,0.89,0,0
16415,136,127.31937,,,,25203,2012,11,16,2,136,0,1,1024,cv,1.78,1,0
16416,159,139.31502,,,,25204,2012,11,16,3,159,0,0,1023,NW,1.79,0,0
16417,159,162.50258,,,,25205,2012,11,16,4,159,0,0,1023,NW,3.58,0,0
16418,180,157.40704,,,,25206,2012,11,16,5,180,0,0,1023,cv,0.89,0,0
16419,175,182.953,,,,25207,2012,11,16,6,175,0,0,1023,cv,1.78,0,0
16420,170,175.72356,,,,25208,2012,11,16,7,170,0,0,1023,cv,2.23,0,0
16421,171,171.1071,,,,25209,2012,11,16,8,171,0,1,1023,cv,3.12,0,0
16422,176,172.34737,,,,25210,2012,11,16,9,176,0,1,1023,cv,4.01,0,0
16423,206,178.61238,,,,25211,2012,11,16,10,206,1,1,1023,NE,1.79,0,0
16424,252,208.38501,,,,25212,2012,11,16,11,252,1,2,1022,NW,1.79,0,0
16425,263,251.38145,,,,25213,2012,11,16,12,263,2,5,1021,cv,0.89,0,0
16426,256,263.50275,,,,25214,2012,11,16,13,256,3,6,1020,cv,1.78,0,0
16427,182,255.58412,,,,25215,2012,11,16,14,182,1,8,1020,cv,3.57,0,0
16428,10,169.11227,,,,25216,2012,11,16,15,10,-5,9,1019,NW,7.15,0,0
16429,13,-14.206097,,,,25217,2012,11,16,16,13,-5,9,1020,NW,14.3,0,0
16430,17,12.358808,,,,25218,2012,11,16,17,17,-5,8,1020,NW,21.45,0,0
16431,20,20.043228,,,,25219,2012,11,16,18,20,-5,7,1020,NW,28.6,0,0
16432,25,23.176,,,,25220,2012,11,16,19,25,-4,6,1021,NW,35.75,0,0
16433,20,28.006659,,,,25221,2012,11,16,20,20,-5,6,1021,NW,40.67,0,0
16434,19,21.328192,,,,25222,2012,11,16,21,19,-5,5,1021,NW,44.69,0,0
16435,23,21.084412,,,,25223,2012,11,16,22,23,-7,6,1021,NW,47.82,0,0
16436,18,23.524244,,,,25224,2012,11,16,23,18,-6,6,1020,NW,50.95,0,0
16437,17,19.958872,,,,25225,2012,11,17,0,17,-5,0,1020,NW,54.08,0,0
16438,20,23.344208,,,,25226,2012,11,17,1,20,-5,1,1020,NW,58.1,0,0
16439,28,23.157976,,,,25227,2012,11,17,2,28,-5,-1,1020,NW,59.89,0,0
16440,27,30.97279,,,,25228,2012,11,17,3,27,-5,-2,1020,NW,61.68,0,0
16441,35,29.580614,,,,25229,2012,11,17,4,35,-5,-1,1019,cv,0.45,0,0
16442,38,40.392197,,,,25230,2012,11,17,5,38,-3,-2,1019,cv,0.9,0,0
16443,56,44.72592,,,,25231,2012,11,17,6,56,-5,-1,1020,cv,1.79,0,0
16444,57,61.367474,,,,25232,2012,11,17,7,57,-5,2,1020,cv,3.58,0,0
16445,75,59.101406,,,,25233,2012,11,17,8,75,-3,-1,1020,NE,1.79,0,0
16446,70,82.492386,,,,25234,2012,11,17,9,70,-3,4,1021,cv,0.89,0,0
16447,50,71.54937,,,,25235,2012,11,17,10,50,-5,7,1021,cv,2.68,0,0
16448,51,47.23568,,,,25236,2012,11,17,11,51,-4,7,1021,SE,1.79,0,0
16449,58,54.45834,,,,25237,2012,11,17,12,58,-4,8,1020,SE,3.58,0,0
16450,56,62.175,,,,25238,2012,11,17,13,56,-6,9,1019,cv,0.89,0,0
16451,62,59.285225,,,,25239,2012,11,17,14,62,-7,10,1019,cv,2.68,0,0
16452,64,66.16182,,,,25240,2012,11,17,15,64,-8,10,1019,SE,1.79,0,0
16453,72,67.56711,,,,25241,2012,11,17,16,72,-7,9,1019,SE,3.58,0,0
16454,69,76.827545,,,,25242,2012,11,17,17,69,-5,7,1019,SE,5.37,0,0
16455,66,73.96117,,,,25243,2012,11,17,18,66,-2,4,1020,SE,6.26,0,0
16456,57,72.11236,,,,25244,2012,11,17,19,57,-2,3,1020,cv,0.89,0,0
16457,93,62.34994,,,,25245,2012,11,17,20,93,-2,2,1020,cv,1.78,0,0
16458,114,102.30608,,,,25246,2012,11,17,21,114,-2,2,1021,cv,2.23,0,0
16459,135,121.30619,,,,25247,2012,11,17,22,135,-3,2,1021,SE,1.79,0,0
16460,157,138.88654,,,,25248,2012,11,17,23,157,-3,2,1021,SE,3.58,0,0
16461,179,159.8299,,,,25249,2012,11,18,0,179,-3,2,1021,SE,5.37,0,0
16462,171,180.50056,,,,25250,2012,11,18,1,171,-3,-1,1020,SE,6.26,0,0
16463,180,171.39923,,,,25251,2012,11,18,2,180,-3,-1,1020,cv,0.89,0,0
